Radians,Cos Value
1.8849555921538759,-0.30901699437494734
1.9024088846738192,-0.32556815445715664
1.9198621771937625,-0.3420201433256687
1.9373154697137058,-0.35836794954530027
1.9547687622336491,-0.37460659341591207
1.9722220547535925,-0.39073112848927377
1.9896753472735358,-0.40673664307580026
2.007128639793479,-0.42261826174069933
2.0245819323134224,-0.4383711467890775
2.0420352248333655,-0.4539904997395467
2.059488517353309,-0.4694715627858909
2.076941809873252,-0.484809620246337
2.0943951023931953,-0.4999999999999998
2.111848394913139,-0.5150380749100543
2.129301687433082,-0.5299192642332048
2.1467549799530254,-0.5446390350150271
2.1642082724729685,-0.5591929034707467
2.181661564992912,-0.5735764363510462
2.199114857512855,-0.587785252292473
2.2165681500327987,-0.6018150231520484
2.234021442552742,-0.6156614753256583
2.251474735072685,-0.6293203910498373
2.2689280275926285,-0.6427876096865394
2.2863813201125716,-0.6560590289905072
2.303834612632515,-0.6691306063588582
2.321287905152458,-0.6819983600624984
2.3387411976724017,-0.6946583704589974
2.356194490192345,-0.7071067811865475
2.3736477827122884,-0.7193398003386512
2.3911010752322315,-0.7313537016191705
2.4085543677521746,-0.743144825477394
2.426007660272118,-0.754709580222772
2.443460952792061,-0.7660444431189779
2.4609142453120048,-0.7771459614569709
2.478367537831948,-0.7880107536067219
2.4958208303518914,-0.7986355100472929
2.5132741228718345,-0.8090169943749473
2.530727415391778,-0.8191520442889919
2.548180707911721,-0.8290375725550416
2.5656340004316642,-0.8386705679454239
2.5830872929516078,-0.848048096156426
2.600540585471551,-0.8571673007021122
2.6179938779914944,-0.8660254037844387
2.6354471705114375,-0.8746197071393957
2.652900463031381,-0.882947592858927
2.670353755551324,-0.8910065241883678
2.6878070480712677,-0.898794046299167
2.705260340591211,-0.9063077870366499
2.722713633111154,-0.9135454576426008
2.7401669256310974,-0.9205048534524404
2.7576202181510405,-0.9271838545667873
2.775073510670984,-0.9335804264972017
2.792526803190927,-0.9396926207859083
2.8099800957108707,-0.9455185755993168
2.827433388230814,-0.9510565162951535
2.8448866807507573,-0.9563047559630355
2.8623399732707004,-0.9612616959383189
2.8797932657906435,-0.9659258262890682
2.897246558310587,-0.9702957262759965
2.91469985083053,-0.9743700647852351
2.9321531433504737,-0.9781476007338057
2.949606435870417,-0.981627183447664
2.9670597283903604,-0.984807753012208
2.9845130209103035,-0.9876883405951377
3.001966313430247,-0.9902680687415704
3.01941960595019,-0.992546151641322
3.036872898470133,-0.9945218953682733
3.0543261909900767,-0.9961946980917455
3.07177948351002,-0.9975640502598242
3.0892327760299634,-0.9986295347545738
3.1066860685499065,-0.9993908270190958
3.12413936106985,-0.9998476951563913
3.141592653589793,-1.0
3.1590459461097367,-0.9998476951563913
3.1764992386296798,-0.9993908270190958
3.193952531149623,-0.9986295347545738
3.2114058236695664,-0.9975640502598242
3.2288591161895095,-0.9961946980917455
3.246312408709453,-0.9945218953682733
3.263765701229396,-0.9925461516413221
3.2812189937493397,-0.9902680687415703
3.2986722862692828,-0.9876883405951378
3.3161255787892263,-0.984807753012208
3.3335788713091694,-0.981627183447664
3.351032163829113,-0.9781476007338056
3.368485456349056,-0.9743700647852352
3.385938748868999,-0.9702957262759965
3.4033920413889427,-0.9659258262890683
3.420845333908886,-0.9612616959383189
3.4382986264288293,-0.9563047559630354
3.4557519189487724,-0.9510565162951536
3.473205211468716,-0.9455185755993167
3.490658503988659,-0.9396926207859084
3.5081117965086026,-0.9335804264972017
3.5255650890285457,-0.9271838545667874
3.543018381548489,-0.9205048534524404
3.5604716740684323,-0.9135454576426009
3.5779249665883754,-0.90630778703665
3.595378259108319,-0.8987940462991669
3.612831551628262,-0.8910065241883679
3.6302848441482056,-0.8829475928589269
3.6477381366681487,-0.8746197071393959
3.6651914291880923,-0.8660254037844386
3.6826447217080354,-0.8571673007021123
3.7000980142279785,-0.8480480961564261
3.717551306747922,-0.838670567945424
3.735004599267865,-0.8290375725550418
3.7524578917878086,-0.8191520442889918
3.7699111843077517,-0.8090169943749476
3.7873644768276953,-0.7986355100472928
3.8048177693476384,-0.788010753606722
3.822271061867582,-0.7771459614569708
3.839724354387525,-0.766044443118978
3.857177646907468,-0.7547095802227721
3.8746309394274117,-0.7431448254773942
3.8920842319473548,-0.7313537016191706
3.9095375244672983,-0.7193398003386511
3.9269908169872414,-0.7071067811865477
3.944444109507185,-0.6946583704589973
3.961897402027128,-0.6819983600624986
3.9793506945470716,-0.6691306063588581
3.9968039870670147,-0.6560590289905073
4.014257279586958,-0.6427876096865395
4.031710572106901,-0.6293203910498378
4.049163864626845,-0.6156614753256581
4.066617157146788,-0.6018150231520483
4.084070449666731,-0.5877852522924732
4.101523742186674,-0.5735764363510464
4.118977034706618,-0.5591929034707466
4.136430327226561,-0.544639035015027
4.153883619746504,-0.529919264233205
4.171336912266447,-0.5150380749100545
4.1887902047863905,-0.5000000000000004
4.2062434973063345,-0.48480962024633684
4.223696789826278,-0.46947156278589075
4.241150082346221,-0.4539904997395469
4.258603374866164,-0.43837114678907774
4.276056667386108,-0.42261826174069916
4.293509959906051,-0.4067366430758001
4.310963252425994,-0.3907311284892738
4.328416544945937,-0.3746065934159123
4.34586983746588,-0.3583679495453007
4.363323129985824,-0.34202014332566855
4.380776422505767,-0.32556815445715664
4.39822971502571,-0.30901699437494756
4.4156830075456535,-0.2923717047227371
4.4331363000655974,-0.2756373558169989
4.4505895925855405,-0.25881904510252063
4.468042885105484,-0.24192189559966779
4.485496177625427,-0.22495105434386525
4.50294947014537,-0.2079116908177598
4.520402762665314,-0.1908089953765446
4.537856055185257,-0.17364817766693033
4.5553093477052,-0.15643446504023104
4.572762640225143,-0.13917310096006583
4.590215932745087,-0.12186934340514717
4.60766922526503,-0.10452846326765336
4.625122517784973,-0.08715574274765825
4.642575810304916,-0.06975647374412558
4.6600291028248595,-0.052335956242944306
4.6774823953448035,-0.03489949670250076
4.694935687864747,-0.017452406437283498
4.71238898038469,-1.8369701987210297e-16
4.729842272904633,0.01745240643728313
4.747295565424577,0.03489949670250128
4.76474885794452,0.052335956242943946
4.782202150464463,0.06975647374412522
4.799655442984406,0.08715574274765789
4.817108735504349,0.10452846326765299
4.834562028024293,0.12186934340514768
4.852015320544236,0.13917310096006547
4.869468613064179,0.15643446504023067
4.886921905584122,0.17364817766692997
4.904375198104066,0.1908089953765451
4.9218284906240095,0.20791169081775943
4.939281783143953,0.22495105434386492
4.956735075663896,0.24192189559966745
4.974188368183839,0.2588190451025203
4.991641660703783,0.2756373558169994
5.009094953223726,0.2923717047227367
5.026548245743669,0.30901699437494723
5.044001538263612,0.3255681544571563
5.061454830783556,0.342020143325669
5.078908123303499,0.3583679495453004
5.096361415823442,0.37460659341591196
5.113814708343385,0.3907311284892735
5.1312680008633285,0.40673664307579976
5.1487212933832724,0.4226182617406996
5.1661745859032155,0.4383711467890774
5.183627878423159,0.45399049973954664
5.201081170943102,0.4694715627858904
5.218534463463046,0.4848096202463373
5.235987755982989,0.5000000000000001
5.253441048502932,0.5150380749100542
5.270894341022875,0.5299192642332047
5.288347633542818,0.5446390350150266
5.305800926062762,0.559192903470747
5.323254218582705,0.573576436351046
5.340707511102648,0.5877852522924729
5.358160803622591,0.6018150231520479
5.375614096142535,0.6156614753256585
5.3930673886624785,0.6293203910498375
5.410520681182422,0.6427876096865393
5.427973973702365,0.656059028990507
5.445427266222308,0.6691306063588578
5.462880558742252,0.6819983600624986
5.480333851262195,0.6946583704589973
5.497787143782138,0.7071067811865474
5.515240436302081,0.7193398003386509
5.532693728822025,0.7313537016191707
5.550147021341968,0.7431448254773942
5.567600313861911,0.7547095802227719
5.585053606381854,0.7660444431189778
5.602506898901797,0.7771459614569706
5.619960191421741,0.788010753606722
5.6374134839416845,0.7986355100472928
5.654866776461628,0.8090169943749473
5.672320068981571,0.8191520442889916
5.689773361501515,0.8290375725550418
5.707226654021458,0.838670567945424
5.724679946541401,0.848048096156426
5.742133239061344,0.8571673007021121
5.759586531581287,0.8660254037844384
5.777039824101231,0.8746197071393959
5.794493116621174,0.8829475928589269
5.811946409141117,0.8910065241883678
5.82939970166106,0.8987940462991668
5.846852994181004,0.90630778703665
5.8643062867009474,0.913545457642601
5.8817595792208905,0.9205048534524403
5.899212871740834,0.9271838545667873
5.916666164260777,0.9335804264972015
5.934119456780721,0.9396926207859084
5.951572749300664,0.9455185755993168
5.969026041820607,0.9510565162951535
5.98647933434055,0.9563047559630353
6.003932626860494,0.9612616959383189
6.021385919380437,0.9659258262890683
6.03883921190038,0.9702957262759965
6.056292504420323,0.9743700647852351
6.073745796940266,0.9781476007338056
6.09119908946021,0.981627183447664
6.1086523819801535,0.984807753012208
6.126105674500097,0.9876883405951377
6.14355896702004,0.9902680687415703
6.161012259539984,0.9925461516413221
6.178465552059927,0.9945218953682733
6.19591884457987,0.9961946980917455
6.213372137099813,0.9975640502598242
6.230825429619756,0.9986295347545738
6.2482787221397,0.9993908270190958
6.265732014659643,0.9998476951563913
6.283185307179586,1.0
6.300638599699529,0.9998476951563913
6.318091892219473,0.9993908270190958
6.335545184739416,0.9986295347545738
6.3529984772593595,0.9975640502598243
6.370451769779303,0.9961946980917455
